model,samples_per_state,repeat,observed_micro_ei_bits,observed_macro_ei_bits,observed_delta_ei_bits,null_micro_ei_bits,null_macro_ei_bits,null_delta_ei_bits
eta_0.02,100,54,1.2199242574527365,0.8860681425226953,-0.3338561149300412,0.3812549444157393,0.006392080016906215,-0.3748628643988331
eta_0.02,100,55,1.1774666010724284,0.8423378112707767,-0.3351287898016517,0.37715664453899467,0.007290380162998193,-0.36986626437599646
eta_0.02,100,56,1.2367577989024432,0.9139993515591689,-0.3227584473432743,0.37155685143631195,0.006080365507225353,-0.3654764859290866
eta_0.02,100,57,1.2056620793767177,0.875479353901229,-0.33018272547548866,0.3893571118535963,0.009158760756977509,-0.38019835109661876
eta_0.02,100,58,1.1690789350107575,0.8381986928403501,-0.33088024217040746,0.3827878634575252,0.00829286976116991,-0.3744949936963553
eta_0.02,100,59,1.2051496939157393,0.8759559929914438,-0.32919370092429556,0.3726510254661249,0.00964589191599818,-0.3630051335501267
eta_0.02,100,60,1.2191667761023977,0.8973510881196657,-0.32181568798273197,0.381139362208417,0.005746973539266596,-0.37539238866915037
eta_0.02,100,61,1.148425970923298,0.8255827283599511,-0.32284324256334695,0.39375968795745225,0.008041447365415557,-0.3857182405920367
eta_0.02,100,62,1.2095332071372047,0.8700070381398739,-0.3395261689973308,0.38943652030447834,0.006501079329499908,-0.38293544097497845
eta_0.02,100,63,1.2045584814864225,0.8777415271522457,-0.3268169543341768,0.36880815557981633,0.006724902092225395,-0.36208325348759096
eta_0.02,100,64,1.2155767624847165,0.8752240106466175,-0.340352751838099,0.38071302699266196,0.008172753724293661,-0.3725402732683683
eta_0.02,100,65,1.186572743294444,0.8468246384706302,-0.3397481048238138,0.38381036733473595,0.005936271804702388,-0.37787409553003354
eta_0.02,100,66,1.1576278751223195,0.8343427319119849,-0.3232851432103345,0.38323043688163433,0.00934820216157945,-0.3738822347200549
eta_0.02,100,67,1.1767879021181933,0.8584088103031552,-0.3183790918150381,0.37145131418677696,0.0067996930904764465,-0.3646516210963005
eta_0.02,100,68,1.2084741722585695,0.8883648580591681,-0.32010931419940136,0.3862572384513953,0.0046848758080135075,-0.3815723626433818
eta_0.02,100,69,1.1835667797491087,0.8577716584438824,-0.32579512130522637,0.3853576631218443,0.009111057343273155,-0.3762466057785711
eta_0.02,100,70,1.1871672795091115,0.8597112038855514,-0.32745607562356005,0.37989532963563266,0.008030387409192749,-0.3718649422264399
eta_0.02,100,71,1.1908123954241188,0.8611722458358774,-0.3296401495882414,0.3688697020541943,0.006961262382752356,-0.36190843967144193
eta_0.02,100,72,1.196787950510302,0.8733890150324837,-0.3233989354778184,0.38112179459800083,0.008082918211047702,-0.3730388763869531
eta_0.02,100,73,1.1925141172421505,0.8505183166699438,-0.3419958005722067,0.3735892787853743,0.008092544630567963,-0.3654967341548063
eta_0.02,100,74,1.1946352278674146,0.8737766998208956,-0.32085852804651904,0.3856065248872269,0.006019042079973615,-0.3795874828072533
eta_0.02,100,75,1.1747734566420647,0.8608335445870525,-0.31393991205501215,0.36419904167614897,0.006823551201459421,-0.35737549047468953
eta_0.02,100,76,1.2191212280101933,0.9003769289503782,-0.31874429905981505,0.3781321879185913,0.009137163233909654,-0.36899502468468165
eta_0.02,100,77,1.1957642125242487,0.8825315762738692,-0.31323263625037945,0.3474254072898037,0.007156465874487608,-0.3402689414153161
eta_0.02,100,78,1.1902724077654072,0.8642204635925308,-0.3260519441728764,0.3654804791741282,0.009950066560392733,-0.35553041261373547
eta_0.02,100,79,1.171736883395287,0.8567830797937309,-0.3149538036015561,0.377992940780691,0.009985413034839975,-0.36800752774585105
eta_0.02,100,80,1.150326134567455,0.8321685681918799,-0.318157566375575,0.3650849309770157,0.008632245347958836,-0.3564526856290569
eta_0.02,100,81,1.1974714263683968,0.8375053287999238,-0.359966097568473,0.3695026230272706,0.006609972047507477,-0.36289265097976314
eta_0.02,100,82,1.1609132257050818,0.847325416465147,-0.3135878092399348,0.3711125872886172,0.007241017407759672,-0.3638715698808575
eta_0.02,100,83,1.1774784723954437,0.86518439743055,-0.3122940749648937,0.3698201884288757,0.008073745609546885,-0.36174644281932883
eta_0.02,100,84,1.1801016803288638,0.8563925124057387,-0.3237091679231251,0.3819071956234388,0.006903327858551873,-0.3750038677648869
eta_0.02,100,85,1.1727633717580084,0.8540150864932725,-0.31874828526473586,0.3897848766490444,0.00975972661202889,-0.3800251500370155
eta_0.02,100,86,1.206720189375219,0.8908963050974337,-0.3158238842777854,0.3785125491501912,0.012430542540356868,-0.36608200660983437
eta_0.02,100,87,1.2158691038711151,0.8935375668490927,-0.32233153702202244,0.4050805759991761,0.010404313742063857,-0.3946762622571122
eta_0.02,100,88,1.1747425404274354,0.8547499231756402,-0.3199926172517952,0.3702814338618425,0.005688002835203794,-0.36459343102663866
eta_0.02,100,89,1.18168619925072,0.8439871706310136,-0.33769902861970635,0.3861381408228452,0.005353457554350778,-0.3807846832684944
eta_0.02,100,90,1.1742775318055045,0.8451045694674252,-0.32917296233807936,0.3767357649379188,0.004667868064745092,-0.3720678968731737
eta_0.02,100,91,1.141584716098741,0.8216941853680291,-0.31989053073071183,0.35567560738504334,0.005744683887767674,-0.34993092349727567
eta_0.02,100,92,1.1676974753506333,0.8542997591477336,-0.3133977162028997,0.3863151793761375,0.004939240146200899,-0.3813759392299366
eta_0.02,100,93,1.1962316931506003,0.8637592455918437,-0.3324724475587566,0.385014597409795,0.005563323646350133,-0.37945127376344484
eta_0.02,100,94,1.2239170610244248,0.8900593302893153,-0.3338577307351095,0.39086759581131175,0.0067952835166467515,-0.384072312294665
eta_0.02,100,95,1.18743106144271,0.8636762238949813,-0.3237548375477286,0.3698025334448604,0.007427208886706307,-0.36237532455815413
eta_0.02,100,96,1.2211319078531002,0.8891475050101185,-0.3319844028429817,0.3791013264384177,0.008210724772776488,-0.3708906016656412
eta_0.02,100,97,1.1889678438966078,0.8656667015496856,-0.3233011423469222,0.384851565787182,0.007323161297226339,-0.37752840448995567
eta_0.02,100,98,1.1999630469366378,0.8730534031786569,-0.32690964375798093,0.3680551205647125,0.006148100084886421,-0.3619070204798261
eta_0.02,100,99,1.1872297706059225,0.8608111267154182,-0.32641864389050435,0.3827069377424532,0.005814424549151876,-0.3768925131933013
eta_0.02,500,0,0.9287436173043174,0.8547977534338821,-0.07394586387043534,0.07223664029145897,0.0018865647671912878,-0.07035007552426768
eta_0.02,500,1,0.9350906666328971,0.8645943384699162,-0.0704963281629809,0.06775795412216114,0.001452597749414784,-0.06630535637274636
eta_0.02,500,2,0.9370585806688911,0.8670268001678574,-0.07003178050103376,0.06883576432064405,0.0009372245785552591,-0.06789853974208879
eta_0.02,500,3,0.9268920429730955,0.8605434653903569,-0.0663485775827386,0.06747763887435197,0.0016283608565130937,-0.06584927801783888
eta_0.02,500,4,0.9044886459295297,0.8317702773171904,-0.07271836861233927,0.06630280569018228,0.001500909466137786,-0.06480189622404449
eta_0.02,500,5,0.9249486910009894,0.855754093929641,-0.06919459707134845,0.06803467115058998,0.0013327406110851458,-0.06670193053950484
eta_0.02,500,6,0.9202840998148322,0.8466155786335544,-0.07366852118127776,0.07014097933274022,0.0016793703057828538,-0.06846160902695736
eta_0.02,500,7,0.9359797979294585,0.8664175899378712,-0.0695622079915873,0.06745323687524267,0.0018528568974700938,-0.06560037997777257
eta_0.02,500,8,0.9277121794035322,0.8572376098307417,-0.07047456957279052,0.06625426053209395,0.001316611548689005,-0.06493764898340494
eta_0.02,500,9,0.9175691763493509,0.8467800996422005,-0.0707890767071504,0.06935243442410088,0.001489164584476534,-0.06786326983962435
eta_0.02,500,10,0.9228198487529878,0.8530020897354827,-0.06981775901750509,0.0679479459773648,0.0017419068085932415,-0.06620603916877156
eta_0.02,500,11,0.9339481353223169,0.861775458601377,-0.07217267672093985,0.06648729525249066,0.0014214394563810831,-0.06506585579610957
eta_0.02,500,12,0.928598455724928,0.8615025982902136,-0.06709585743471447,0.06991914576253073,0.0015060449816041068,-0.06841310078092663
eta_0.02,500,13,0.9340448031107117,0.8604888414773251,-0.07355596163338662,0.0660092612896375,0.0012184587282297132,-0.06479080256140778
eta_0.02,500,14,0.9265051973768115,0.8547850397164473,-0.07172015766036421,0.06896912881031975,0.0012596562622863607,-0.06770947254803339
eta_0.02,500,15,0.9250967890156633,0.8517341591735741,-0.07336262984208919,0.06954957222246277,0.0011992790458105699,-0.0683502931766522
eta_0.02,500,16,0.9166400471028212,0.8473390877463677,-0.06930095935645353,0.06928324689440969,0.0013865161627163707,-0.06789673073169332
eta_0.02,500,17,0.9285354158274536,0.8616099029811828,-0.0669255128462708,0.06991881997135281,0.0015553906654018393,-0.06836342930595098
eta_0.02,500,18,0.9332026722769892,0.8612858357702813,-0.07191683650670788,0.06990665276990347,0.0010904081837015715,-0.0688162445862019
eta_0.02,500,19,0.902457495721236,0.8336499277896777,-0.06880756793155829,0.06942031686870355,0.001479432716226482,-0.06794088415247707
eta_0.02,500,20,0.9319815486102859,0.8636855139496928,-0.06829603466059309,0.06695747870811983,0.0019257706027216988,-0.06503170810539813
eta_0.02,500,21,0.9222624533967322,0.8500905623482304,-0.07217189104850175,0.06962105458988867,0.0013255237124611481,-0.06829553087742751
eta_0.02,500,22,0.9199719979168656,0.8537269849102929,-0.0662450130065727,0.06812371960010448,0.0013789673605371165,-0.06674475223956736
eta_0.02,500,23,0.9395338313292392,0.870038581722707,-0.0694952496065322,0.06986640568850365,0.001200318441853823,-0.06866608724664983
eta_0.02,500,24,0.9090826984683411,0.8420205762615889,-0.06706212220675223,0.06877302382407029,0.001548784600922124,-0.06722423922314816
eta_0.02,500,25,0.9305676599147809,0.8594820107460677,-0.07108564916871318,0.06368033869225158,0.0009928887524363321,-0.06268744993981525
eta_0.02,500,26,0.9225894766297755,0.8552191047761923,-0.06737037185358319,0.06625568475278033,0.00143565912300276,-0.06482002562977757
eta_0.02,500,27,0.925210356762384,0.8560376201559392,-0.06917273660644474,0.06727365649391157,0.0011972618965659532,-0.06607639459734561
eta_0.02,500,28,0.9350251794774231,0.8637383200972498,-0.07128685938017332,0.06683615268209298,0.0016684958014096941,-0.06516765688068328
eta_0.02,500,29,0.9277022672107123,0.8572279576651415,-0.07047430954557077,0.06705433259928097,0.0014916784047299299,-0.06556265419455104
eta_0.02,500,30,0.9222592640892255,0.8539170271571312,-0.06834223693209429,0.06601845517734412,0.002049037952997858,-0.06396941722434626
eta_0.02,500,31,0.916570843483643,0.8471122391789248,-0.06945860430471829,0.07034424958959891,0.0016458748138483024,-0.06869837477575061
eta_0.02,500,32,0.9169121874940429,0.8455368032729205,-0.07137538422112244,0.07070718291821165,0.0014446890137085595,-0.06926249390450309
eta_0.02,500,33,0.919374314348184,0.8474148844828919,-0.07195942986529202,0.06878051636454678,0.0013024036068390171,-0.06747811275770776
eta_0.02,500,34,0.9245184013952579,0.8546518030514882,-0.06986659834376963,0.07072522696563836,0.0011709966620722396,-0.06955423030356613
eta_0.02,500,35,0.9220372718056824,0.8518375218353533,-0.07019974997032907,0.06588629997864542,0.0013768332487366505,-0.06450946672990877
eta_0.02,500,36,0.9257284224137998,0.8552449368433673,-0.07048348557043249,0.06564331646611894,0.0008395687439534756,-0.06480374772216546
eta_0.02,500,37,0.925282180736157,0.8560391402307757,-0.06924304050538133,0.06790696778517195,0.0011797085649806476,-0.0667272592201913
eta_0.02,500,38,0.9322130255739003,0.8567525528342654,-0.07546047273963485,0.07127633920024794,0.00131503154029455,-0.06996130765995338
eta_0.02,500,39,0.9333720194392118,0.8634387764160094,-0.06993324302320236,0.06910197952515025,0.0013718963809958027,-0.06773008314415445
eta_0.02,500,40,0.9255054990643913,0.8548255068128359,-0.07067999225155541,0.06811547786806273,0.001084509808701586,-0.06703096805936114
eta_0.02,500,41,0.9262641441501622,0.8546142321204624,-0.07164991202969984,0.07155557272599077,0.0012381883028044762,-0.07031738442318629
eta_0.02,500,42,0.9290317448695844,0.8566664973177597,-0.07236524755182472,0.06841138507219201,0.0017036956584995811,-0.06670768941369243
eta_0.02,500,43,0.930690666313779,0.8601469640854849,-0.07054370222829409,0.06628178513763865,0.0007843064352370732,-0.06549747870240158
eta_0.02,500,44,0.9206018094738991,0.8534585514335191,-0.06714325804038002,0.0692159072163988,0.0014048524267285816,-0.06781105478967021
eta_0.02,500,45,0.9189993630372649,0.8485358666911027,-0.07046349634616222,0.06819864074762466,0.0013927100402041262,-0.06680593070742054
eta_0.02,500,46,0.9360465088928164,0.8615727009603189,-0.07447380793249747,0.06471221549454649,0.0016582546737390195,-0.06305396082080747
eta_0.02,500,47,0.9349978968225595,0.8639519329448386,-0.07104596387772089,0.06679908241756956,0.0009445720781744292,-0.06585451033939513
eta_0.02,500,48,0.9156239356601215,0.8463462749543591,-0.06927766070576236,0.06814526782716583,0.0009695281470502076,-0.06717573968011563
eta_0.02,500,49,0.9201150694861268,0.8490455886560846,-0.07106948083004216,0.07124088670911405,0.0014186317946257646,-0.06982225491448829
eta_0.02,500,50,0.9471032832288291,0.8781251439970645,-0.06897813923176455,0.06614064946191833,0.0017545711711469177,-0.06438607829077142
eta_0.02,500,51,0.9279876998309736,0.8558821361477364,-0.07210556368323717,0.07012603393506987,0.0013550069260743597,-0.06877102700899551
eta_0.02,500,52,0.9280473040761259,0.8589063412202722,-0.0691409628558537,0.06843563013664036,0.0017806768417386128,-0.06665495329490174
eta_0.02,500,53,0.923509124239693,0.8538671485441518,-0.0696419756955412,0.06564979826848687,0.0016046686526572538,-0.06404512961582962
eta_0.02,500,54,0.9209923985485262,0.8539350001869324,-0.06705739836159386,0.06575059983098373,0.0013307052462463182,-0.06441989458473742
eta_0.02,500,55,0.9280529726363831,0.8599448751590983,-0.06810809747728475,0.06739471834654438,0.0015319247028027214,-0.06586279364374166
eta_0.02,500,56,0.9139581455787082,0.8454906972427698,-0.06846744833593843,0.06865694883809757,0.0009373914072694747,-0.0677195574308281
eta_0.02,500,57,0.9097080832675576,0.840017950546506,-0.06969013272105162,0.07059365192452847,0.0017080065724500906,-0.06888564535207839
eta_0.02,500,58,0.9428190207000372,0.8695494892139344,-0.07326953148610282,0.0689092907971997,0.0013680304329887814,-0.06754126036421092
eta_0.02,500,59,0.9287755485987083,0.8603983184023285,-0.06837723019637976,0.0660024783184689,0.0017024945989609361,-0.06429998371950796
eta_0.02,500,60,0.936199124304521,0.8622623918063448,-0.07393673249817623,0.06163713797562668,0.0012781347373680705,-0.06035900323825861
eta_0.02,500,61,0.931746891587216,0.8607184875397702,-0.07102840404744581,0.06791681405903369,0.0017957847286090608,-0.06612102933042463
eta_0.02,500,62,0.9307772119887492,0.8591000743237658,-0.0716771376649834,0.0688033020487484,0.0013064613336416849,-0.06749684071510673
eta_0.02,500,63,0.9213942179076903,0.8513354340580515,-0.07005878384963882,0.06603782160020379,0.0017363744632320171,-0.06430144713697176
eta_0.02,500,64,0.9217580292266051,0.8520411554439595,-0.06971687378264557,0.07059981499080359,0.0015609471856263787,-0.0690388678051772
eta_0.02,500,65,0.9162849131188467,0.846755724019969,-0.06952918909887773,0.0677600771034861,0.0010638976827817672,-0.06669617942070433
eta_0.02,500,66,0.9403297214018981,0.8710484386612848,-0.06928128274061329,0.07149780417990954,0.001715958415775056,-0.06978184576413449
eta_0.02,500,67,0.9377802770669509,0.8696185760423885,-0.06816170102456243,0.06250675770218385,0.001416042406506864,-0.06109071529567699
eta_0.02,500,68,0.9230496921576926,0.8535058281713328,-0.06954386398635981,0.07076954421786347,0.0008670605380119883,-0.06990248367985148
eta_0.02,500,69,0.9204566739931396,0.851086366541402,-0.06937030745173756,0.06554267345255316,0.0014993463499436768,-0.06404332710260949
eta_0.02,500,70,0.9276071366821848,0.8581203722127875,-0.06948676446939728,0.06877989994967632,0.001600507483598338,-0.06717939246607797
eta_0.02,500,71,0.9076071763917651,0.838659979907624,-0.06894719648414116,0.06795418198494686,0.0011593848617754555,-0.0667947971231714
eta_0.02,500,72,0.9221472461760509,0.855728735224743,-0.06641851095130791,0.06934167197409268,0.0017571005341089632,-0.06758457143998371
eta_0.02,500,73,0.9438928463394082,0.8734198137439124,-0.07047303259549575,0.06668436064416326,0.0017910785595539624,-0.0648932820846093
eta_0.02,500,74,0.9216412927667849,0.8490556826676414,-0.07258561009914344,0.0642042562735017,0.0010432363685870002,-0.0631610199049147
eta_0.02,500,75,0.9190476601910428,0.8492517324571691,-0.06979592773387366,0.06856858068038475,0.0014121893117127614,-0.06715639136867199
eta_0.02,500,76,0.9314050352351037,0.8614800248337275,-0.06992501040137611,0.07121021862685864,0.002002858821014978,-0.06920735980584367
eta_0.02,500,77,0.9271239388014396,0.8563257904465675,-0.07079814835487208,0.06637213829992329,0.0012725893077132231,-0.06509954899221007
eta_0.02,500,78,0.9478805674017089,0.8739525507426171,-0.07392801665909177,0.06695203910176953,0.0018235080313655052,-0.06512853107040402
eta_0.02,500,79,0.9310302502919647,0.8642725671908018,-0.06675768310116292,0.06919518740002657,0.0010933938106212956,-0.06810179358940528
eta_0.02,500,80,0.9374924360920315,0.8666624960884406,-0.07082994000359089,0.06600158083165508,0.001598755374158442,-0.06440282545749663
eta_0.02,500,81,0.9217674042568914,0.8464365145830335,-0.07533088967385793,0.06799034907275864,0.0016254518654556652,-0.06636489720730297
eta_0.02,500,82,0.9180782678928359,0.8487057670747843,-0.06937250081805157,0.06736640515159335,0.0010768101434539198,-0.06628959500813944
eta_0.02,500,83,0.9306990688069533,0.8601380519396422,-0.07056101686731109,0.06964619475424673,0.0016423132412246222,-0.06800388151302211
eta_0.02,500,84,0.9071004791584528,0.8362203800204939,-0.0708800991379589,0.07115461045172025,0.001184500449780532,-0.06997011000193971
eta_0.02,500,85,0.9281523777605499,0.8604499594857531,-0.06770241827479684,0.06709463544136325,0.0011183410565455097,-0.06597629438481774
eta_0.02,500,86,0.9322568422255527,0.8607180306232418,-0.0715388116023109,0.07060229125292786,0.0013161894156065728,-0.06928610183732128
eta_0.02,500,87,0.9337394240716265,0.8614023938660716,-0.07233703020555482,0.06957553522340292,0.0018992146444992148,-0.0676763205789037
eta_0.02,500,88,0.9319161336601915,0.8609854699926462,-0.0709306636675453,0.06536050527186076,0.001476809268899482,-0.06388369600296127
eta_0.02,500,89,0.9369833986822877,0.8682455939915734,-0.06873780469071433,0.06493002162037557,0.0011570641376074675,-0.06377295748276811
eta_0.02,500,90,0.9149661023332252,0.8427261394487414,-0.07223996288448375,0.064024980113716,0.0013093311739256117,-0.0627156489397904
eta_0.02,500,91,0.9236667531601839,0.8559788519845749,-0.06768790117560897,0.07102477856390747,0.0017848340138909074,-0.06923994455001657
eta_0.02,500,92,0.9259698499301444,0.8562704896261281,-0.06969936030401636,0.06707451117099282,0.0009483488404744059,-0.06612616233051842
eta_0.02,500,93,0.9412082032080624,0.8723474222653684,-0.06886078094269399,0.0663851979020941,0.001443446656047323,-0.06494175124604677
eta_0.02,500,94,0.9323122999269318,0.8646154794947112,-0.06769682043222058,0.06470520675762077,0.0017052247338367771,-0.062999982023784
eta_0.02,500,95,0.9353601271451083,0.8670513691056656,-0.0683087580394427,0.07018270708157053,0.0010735047061177893,-0.06910920237545273
eta_0.02,500,96,0.9332005610385381,0.8617248264574457,-0.07147573458109235,0.067424829884692,0.0016592798987168002,-0.06576554998597521
eta_0.02,500,97,0.931145685046879,0.8590990846252525,-0.07204660042162647,0.06974458353870401,0.0013686522769318465,-0.06837593126177216
eta_0.02,500,98,0.9327541203006676,0.8615828557444885,-0.07117126455617917,0.06560896218929145,0.0014122903758009627,-0.0641966718134905
eta_0.02,500,99,0.9155617682903004,0.8476062874917456,-0.06795548079855485,0.06827848548031061,0.001502495280335907,-0.0667759901999747
eta_0.02,5000,0,0.8570597913345605,0.8496075052101084,-0.007452286124452034,0.006688280638779395,0.00018005547063108422,-0.006508225168148311
eta_0.02,5000,1,0.8624348413757129,0.8546280088523959,-0.007806832523317042,0.006673381504278681,0.00013995298096844722,-0.006533428523310234
eta_0.02,5000,2,0.8610629611497141,0.8530554934563958,-0.008007467693318393,0.006822906111610914,0.0001668900842515704,-0.006656016027359344
eta_0.02,5000,3,0.8602166343423088,0.8527234486625777,-0.007493185679731118,0.0066121980770355165,0.00016190108548158708,-0.00645029699155393
eta_0.02,5000,4,0.8634888124806382,0.8555966532974286,-0.007892159183209624,0.006424579248821755,0.0001407338642437208,-0.006283845384578034
eta_0.02,5000,5,0.8625031263727915,0.8548546075586555,-0.007648518814135974,0.006472029572208111,0.00019824735750752004,-0.006273782214700591
eta_0.02,5000,6,0.8596539045556196,0.8519290176329346,-0.007724886922685026,0.006695762887786322,0.00019175261864643072,-0.006504010269139891
eta_0.02,5000,7,0.8623436194330191,0.85426673974034,-0.008076879692679118,0.006619713858365937,0.00014931313321411653,-0.00647040072515182
eta_0.02,5000,8,0.8619350510287247,0.8541603114958145,-0.007774739532910191,0.00631606930811322,0.00017563903278009432,-0.006140430275333126
eta_0.02,5000,9,0.861072797527437,0.8534489328264555,-0.007623864700981531,0.006655056572547967,0.000141899212602368,-0.006513157359945599
eta_0.02,5000,10,0.8572038898638624,0.8494784858984927,-0.007725403965369693,0.006340407863680927,0.0002127316902272534,-0.006127676173453674
eta_0.02,5000,11,0.8627959531778425,0.8551747748934775,-0.007621178284365038,0.006804053395670497,0.00011652815280959962,-0.006687525242860898
eta_0.02,5000,12,0.8649241143556786,0.857358771143395,-0.007565343212283637,0.00648186179476113,0.00020473074488140403,-0.006277131049879726
eta_0.02,5000,13,0.8621743850131849,0.8544370434306554,-0.007737341582529478,0.006665567163827862,0.0001401112760008912,-0.00652545588782697
eta_0.02,5000,14,0.865068349315096,0.8576592721798144,-0.007409077135281605,0.00662700942988365,0.0001829194434212583,-0.006444089986462392
eta_0.02,5000,15,0.8577891347117556,0.8504833382046011,-0.007305796507154461,0.006434342394200571,0.00010287210442180149,-0.006331470289778769
eta_0.02,5000,16,0.8562893544104989,0.8489227636416072,-0.007366590768891679,0.006706403200275095,0.00014931246004103779,-0.006557090740234057
eta_0.02,5000,17,0.865606429091125,0.8579114961365648,-0.007694932954560141,0.006901941338090263,0.00010279829876527637,-0.0067991430393249865
eta_0.02,5000,18,0.8635089145893935,0.8559825676960742,-0.0075263468933193245,0.006785158063925954,0.0001318318550246418,-0.006653326208901312
eta_0.02,5000,19,0.8651394271224695,0.857354692442195,-0.007784734680274519,0.006691925593249795,0.0001330609932365375,-0.006558864600013258
eta_0.02,5000,20,0.8575422621009188,0.8498061473833621,-0.007736114717556641,0.006411486035722387,0.0001258900370311834,-0.006285595998691203
eta_0.02,5000,21,0.8580924592130295,0.850141818011494,-0.007950641201535436,0.006332621548558421,0.00011517839406122121,-0.0062174431544972
eta_0.02,5000,22,0.8656806206637876,0.8581449197794231,-0.007535700884364505,0.006919808310251158,0.0001932029340603746,-0.006726605376190783
eta_0.02,5000,23,0.8594106745259719,0.8520729686496264,-0.007337705876345413,0.006915443585449499,0.00016929483981637346,-0.006746148745633126
eta_0.02,5000,24,0.8588508846500851,0.8511820263195857,-0.007668858330499351,0.0063969705514135946,0.00019755933996144014,-0.0061994112114521546
eta_0.02,5000,25,0.8599489669765115,0.8523565534135922,-0.007592413562919287,0.006488885482901452,0.0001451549848421831,-0.006343730498059269
eta_0.02,5000,26,0.8642273824062006,0.8561077651576511,-0.008119617248549482,0.00684408171371409,0.00011085423632313873,-0.006733227477390951
eta_0.02,5000,27,0.8597178529667148,0.8521619997028242,-0.007555853263890522,0.006553865572407995,0.0001263943204050165,-0.006427471252002978
eta_0.02,5000,28,0.8624907134102164,0.8547887436504145,-0.007701969759801974,0.006761568583177856,0.00014848607984143094,-0.006613082503336425
eta_0.02,5000,29,0.8608792531821092,0.853256916342458,-0.007622336839651189,0.006739908993003083,0.00012344423917788193,-0.006616464753825201
eta_0.02,5000,30,0.8624329860361297,0.8550439781016397,-0.007389007934490044,0.006629557777279663,0.00015812665315093955,-0.0064714311241287235
eta_0.02,5000,31,0.8635699627469435,0.8559960631032677,-0.00757389964367583,0.0065545776337478994,0.00013834324955590464,-0.006416234384191995
eta_0.02,5000,32,0.8658670080126782,0.8580556025033166,-0.0078114055093616575,0.006911744282094658,0.00010258215097744765,-0.00680916213111721
eta_0.02,5000,33,0.8581312133168016,0.8505544876019895,-0.00757672571481216,0.006672600269192824,0.00015059390837101133,-0.006522006360821813
eta_0.02,5000,34,0.8629915332879804,0.8553730574964209,-0.007618475791559498,0.006706629850632255,0.00013085862670123485,-0.006575771223931021
eta_0.02,5000,35,0.8601650486860349,0.8529164049947957,-0.007248643691239232,0.006594483677609587,0.00016455072945290437,-0.006429932948156683
eta_0.02,5000,36,0.8597346112186091,0.85207939685145,-0.007655214367159102,0.006755236241463913,0.00013680506006499631,-0.006618431181398916
eta_0.02,5000,37,0.8573651308731091,0.8495666493657806,-0.007798481507328425,0.0069311761383505826,0.00014135270038749233,-0.00678982343796309
eta_0.02,5000,38,0.8594809445418048,0.8519219944915633,-0.007558950050241542,0.006752602242350046,0.00020034107966654087,-0.006552261162683506
eta_0.02,5000,39,0.8642416264470375,0.8567535121942157,-0.007488114252821809,0.006374475332071466,9.609943769368665e-05,-0.006278375894377779
eta_0.02,5000,40,0.8614873658066905,0.8536172370759634,-0.007870128730727122,0.006399017694321957,0.0001455714224242471,-0.006253446271897709
eta_0.02,5000,41,0.863899810708494,0.8558226111607155,-0.008077199547778524,0.007195675201070594,0.0001385336866992704,-0.007057141514371324
eta_0.02,5000,42,0.8655717767977519,0.8580791187612046,-0.007492658036547306,0.0064467081374924165,0.0001289578075924196,-0.006317750329899997
eta_0.02,5000,43,0.8616305533493698,0.8539396052405548,-0.007690948108814988,0.006823653034015907,0.00013169881147995373,-0.006691954222535953
eta_0.02,5000,44,0.8650145933241871,0.8574491497347614,-0.00756544358942568,0.007083023651849503,0.0001349611376410777,-0.0069480625142084255
eta_0.02,5000,45,0.8645238365481612,0.857217073845514,-0.007306762702647185,0.0065165795598040215,0.00015160863807810908,-0.006364970921725913
eta_0.02,5000,46,0.8624749496603886,0.8546268190125937,-0.007848130647794882,0.00690315960604231,0.0001628582927447277,-0.006740301313297582
eta_0.02,5000,47,0.8595477156433565,0.8514834160576283,-0.008064299585728185,0.006464508146719848,0.00015814345899134707,-0.006306364687728501
eta_0.02,5000,48,0.8639806440770119,0.8561958503549476,-0.007784793722064309,0.006410386690665693,0.00010458443708106995,-0.006305802253584623
eta_0.02,5000,49,0.8646415036114276,0.8572008016985055,-0.00744070191292201,0.006547072901054101,0.00016196413960392,-0.006385108761450181
eta_0.02,5000,50,0.8596165180661686,0.8517779553331224,-0.007838562733046173,0.0064919601423109275,0.0001759507696836315,-0.006316009372627296
eta_0.02,5000,51,0.8608721395982978,0.8531307747953656,-0.0077413648029321935,0.006613136875515284,0.00015555291712209722,-0.006457583958393187
eta_0.02,5000,52,0.8584816986057132,0.8502060706418401,-0.008275627963873156,0.006907127243406822,0.00013269850676328275,-0.0067744287366435394
eta_0.02,5000,53,0.8598375600139079,0.8522900832680816,-0.0075474767458262315,0.006506110219943858,0.0001793713458552985,-0.0063267388740885595
eta_0.02,5000,54,0.8594745127572335,0.8513758666405902,-0.008098646116643349,0.006433008773837247,9.037279939622299e-05,-0.0063426359744410245
eta_0.02,5000,55,0.8608824559609162,0.85308860584619,-0.00779385011472622,0.0067621132460853875,0.00017717589019999993,-0.006584937355885388
eta_0.02,5000,56,0.8580558735281013,0.8501749459725406,-0.00788092755556069,0.00681304768656017,0.00016876364354469144,-0.006644284043015479
eta_0.02,5000,57,0.8643313839489334,0.8562190357343655,-0.008112348214567855,0.006813207645968212,0.00017361116339010998,-0.006639596482578102
eta_0.02,5000,58,0.8572648527513355,0.8496278199345282,-0.0076370328168072765,0.006803845134773649,0.00013321170696094554,-0.006670633427812703
